textid	text	label	source	error_type	specific_error	num_errors
14380	Today brought an unexpected twist wtih natural ability revealed.	surprise	synthetic_variant	Word	Scrambled Letter	3
14381	The meeting got cancelled and now I'm too mortified to show my face. I accidentally called someone by the wrong name in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	NA	NA	0
14382	Everything about today qas perfect, especially our conversation. Good qeather happened and I couldn't stop smiling.	joy	synthetic_variant	Word	Adjacent Key	2
14383	stressed out about my schedule and can't seem to calm down. I have the exam coming up and I'm really anxious about it. I'm stressed out about the project and can't seem to calm down.	nervousness	synthetic_variant	Sentence	Missing Subject	0
14384	I spent time with my best friend and it made my whole day better.	joy	synthetic_variant	NA	NA	0
14385	I'm still grossed out by that encounter from earlier. I encountered moldy leftovers and it made me feel sick to my stomach. I encountered a clogged drain and it made me feel sick to my stomach.	disgust	synthetic_variant	Word	Scrambled Letter	2
14386	I was completely caught off guard when I got recognized happened. Today brought an unexpected I was completely caught off guard when someone remembered my birthday happened.	surprise	synthetic_variant	Sentence	Missing Complete Thought	0
14387	I'm still grossed out by that encounter I had to deal with rude behavior today and it was absolutely revolting.	disgust	synthetic_variant	Sentence	Missing Object	0
14388	The hospice care has me feeling really low. Being treated like a child has me feling eally low.	sadness	synthetic_variant	Word	Missing Letter	2
14389	Just thinking about starting my new hobby makes me grin from ear to I'm beyond excited because my hard work finally came through! I hit my goal happened and I'm so pumped about it!	excitement	synthetic_variant	Sentence	Missing Object	0
14390	My day consisted mainly of daily responsibilities. My day consisted mainly of work and meals. I spent most of the day doing household chores.	neutral	synthetic_variant	NA	NA	0
14391	I nsver expected I received a gift to hzppen! What a shock! I was completely caught off guard when I won something happened.	surprise	synthetic_variant	Word	Adjacent Key	3
14392	I feel accomplished after completing finish my project.	pride	synthetic_variant	NA	NA	0
14393	Today brought an unexpected twist I never expected my old friend contacted me to happen! What a shock!	surprise	synthetic_variant	Sentence	Missing Complete Thought	0
14394	Although today i made such a fool of	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
14395	I can't stop thinking about how I rambled nervously. So embarrassing. Traffic was terrible and now I'm too mortified to show my face. I can't stop thinking about how I rambled nervously. So embarrassing.	embarrassment	synthetic_variant	NA	NA	0
14396	I feel blessed that this opportunity came into my life. I feel blessed that good health came into my life. I feel blessed that this opportunity came into my life.	joy	synthetic_variant	NA	NA	0
14397	I tried to figure out what went wrong but I just can't wrap my head around it.	confusion	synthetic_variant	NA	NA	0
14398	to figure out their reasoning but I just can't wrap my head around it. I tried to figure out their reasoning but I just can't wrap my head around it.	confusion	synthetic_variant	Sentence	Missing Subject	0
14399	I feel blessed that good health came into my life. I feel blessed thaat this opportunity came into my life.	joy	synthetic_variant	Word	Repeating Letter	1
14400	The meeting got cancelled left me wondering what's really going on. happened with the project and I'm not sure what to think. Today my boss told me unclear instructions and I'm completely lost.	confusion	synthetic_variant	Sentence	Missing Subject	0
14401	I feel really down because bad news Today was hard. I missed an opportunity and I can't stop feeling blue.	sadness	synthetic_variant	Sentence	Missing Object	0
14402	The way my colleague behaved was disgusting. I can't even think about it. I'm still grossed out by the	disgust	synthetic_variant	Sentence	Missing Object	0
14403	I couldn't believe it when I received an award!	surprise	synthetic_variant	NA	NA	0
14404	Everything about today was perfect, Everything about today was perfect, especially the meal.	joy	synthetic_variant	Sentence	Missing Object	0
14405	The store was so closed I wanted to leave immediately. I'm still grossed out by the smell from earlier.	disgust	synthetic_variant	NA	NA	0
14406	I mzde a new friend happened and I'm so pumped about it! Today I found out ghat my project was approved and I'm thrilled! I can't wait for the weekend! It's going to be amazing!	excitement	synthetic_variant	Word	Adjacent Key	2
14407	I spent most of the day running errands. I spenr most of the day working on tasks. I spent kost of the dzy running errands.	neutral	synthetic_variant	Word	Adjacent Key	3
14408	Today I found out that I won tickets and Im' thrliled!	excitement	synthetic_variant	Word	Scrambled Letter	3
14409	My presentation went well happened and I'm so pumped about it! Today I ound out that I won tickets and I'm thrilled! I can't wait fr my vacation! It's going to be amazing!	excitement	synthetic_variant	Word	Missing Letter	3
14410	I feel accomplished after completing fix the problem. I finally managed to finish on time and it feels amazing! really satisfied with how I handled getting hands-on experience.	pride	synthetic_variant	Sentence	Missing Subject	0
14411	I'm beyond excited because the application finally came through! I can't wait for the weekend! It's going to be amazing! Today I found out that I won tickets and I'm thrilled!	excitement	synthetic_variant	NA	NA	0
14412	I never expected I received a gift to happen! What a shock!	surprise	synthetic_variant	NA	NA	0
14413	I'm beyond excited because the application finally came through! I made a new friend and I'm so pumped about it! Just thinking about the trip makes me grin from ear to ear!	excitement	synthetic_variant	NA	NA	0
14414	I can't believe my boss did that to me. It's completely unfair and I'm furious. My neighbor keeps doing talking over me and it's driving me crazy. I can't believe my neighbor did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
14415	can't shake this sadness from earlier today. Being too late has me feeling really low.	sadness	synthetic_variant	Sentence	Missing Subject	0
14416	Today was terrible because the store was closed. I'm so angry I could scream. I was trying to finish my project but unexpected interruptions ruined everything. Today was terrible because the meeting got cancelled. I'm so angry I could scream.	anger	synthetic_variant	Sentence	Missing Object	0
14417	I can't stop worrying about what others think. My stomach is in knots.	nervousness	synthetic_variant	NA	NA	0
14418	I'm really satisfied with how Today I proved to myself that I can complete this project.	pride	synthetic_variant	Sentence	Missing Complete Thought	0
14419	I never expected I received a gift to happen! What a shock!	surprise	synthetic_variant	NA	NA	0
14420	terrible because I got bad news. I'm so angry I could scream. Today was terrible because the meeting got cancelled. I'm so angry I could scream.	anger	synthetic_variant	Sentence	Missing Subject	0
14421	Tomorrow I need to make a decision and II'm so nervvous. I have the interview coming up and I'm really anxiouus about it.	nervousness	synthetic_variant	Word	Repeating Letter	3
14422	Today I proved to myself that I can achieve my goal.	pride	synthetic_variant	NA	NA	0
14423	Today brought an unexpected twist with hidden detail. I couldn't believe it when everything fell intto place took place!	surprise	synthetic_variant	Word	Repeating Letter	3
14424	I'm really worried about the upcoming deadline. What if something	fear	synthetic_variant	Sentence	Missing Complete Thought	0
14425	Today I made such a fool of myself when I mixed up the dates. I accidentally called someone by the wrong name in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	NA	NA	0
14426	I went through my usual routine of cooking and xleaning. I spenr most of the day running errands.	neutral	synthetic_variant	Word	Adjacent Key	2
14427	I never expected plans changed to happeen! What a shock! I never expected I received a gift to happen! What a shock! Todayy brought an unexpected twist with ahead of schedule.	surprise	synthetic_variant	Word	Repeating Letter	3
14428	The thought of confrontatioon keeps me up at night.	fear	synthetic_variant	Word	Repeating Letter	2
14429	The store was so closed I wanted to leave immediately. I'm still grossed out by witnessing that scene from earlier.	disgust	synthetic_variant	NA	NA	0
14430	I hit my goal happened and I'm so pumped about it! Just thinking about starting my new hobby makes me grin from ear to ear! Although today i found out that i got the promotion	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
14431	I'm beyond excited because my proposal finally came through! I can't wait for the weekend! It's going to be amazing! Just thinking about seeing old friends makes me grin from ear to ear!	excitement	synthetic_variant	NA	NA	0
14432	The future uncertainty has me on edge and I can't relax.	fear	synthetic_variant	NA	NA	0
14433	My day consisted mainly of ork and meals. My day consisted mainly of my to-do list.	neutral	synthetic_variant	Word	Missing Letter	2
14434	I'm really satisfied with how I handled listening better.	pride	synthetic_variant	NA	NA	0
14435	Today I worked. It was a pretty normal day. Today I did chores. It was a prtty normal day. My day consisted mainly of daily responsibilities.	neutral	synthetic_variant	Word	Missing Letter	1
14436	Tlday I ran errands. It was a pretty normal day. I spent most of the day working on tasks. I spent most of the day doing household chores.	neutral	synthetic_variant	Word	Adjacent Key	2
14437	Today brought an unexpected twist with audit. I was completely caught off guard when I won something. I couldn't believe it when my idea was chosen!	surprise	synthetic_variant	NA	NA	0
14438	I accidentally called someone by the wrong name in front of everyone. I wanted to disappear. I can't stop thinking about how I laughed at the wrong time. So embarrassing.	embarrassment	synthetic_variant	NA	NA	0
14439	My neighbor keeps doing the same mistakes and it's My boss keeps doing talking over me and it's driving me crazy.	anger	synthetic_variant	Sentence	Missing Object	0
14440	My colleague keeps doing talking over me and it's driving me crazy. My sibling really upset me when they interrupted me. I'm still mad	anger	synthetic_variant	Sentence	Missing Object	0
14441	I don't undrestand why I got bad news happened. Nothing makes sense anymore. Today the casiher told me unclear instructoins and I'm completely lost.	confusion	synthetic_variant	Word	Scrambled Letter	3
14442	I feel blessed that these relationships came into my life. A kind gesture and I couldn't stop smiling. I feel blessed that these relationships came into my life.	joy	synthetic_variant	NA	NA	0
14443	I'm so proud that I accomplished my hrd work today! I feel accomplished after completing meet the deadine. I feel accomplished after completing meet te deadline.	pride	synthetic_variant	Word	Missing Letter	3
14444	I never expected plans changed to happen! What a shock! Today brought an unexpected twist with under budget.	surprise	synthetic_variant	NA	NA	0
14445	I can't stop worrying about making mistakes. My stomach is in knots. Tomorrow I need to lead the meeting and I'm so nervous. Tomorrow I need to make a decision and I'm	nervousness	synthetic_variant	Sentence	Missing Object	0
14446	I feel blessed that this opportunity came into my life. I feel blessed that this opportunity came into my life.	joy	synthetic_variant	NA	NA	0
14447	Out of nowhere, an unexpected visitor showed up and I was stunned! I was completely caught off guard when I got recognized.	surprise	synthetic_variant	NA	NA	0
14448	I tried to figure out what went wrong but I just can't wrap my head around it. Something strange happened with my schedule and I'm not sure what to think. Today the cashier told me unclear instructions and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
14449	The way he cashier behaved was disguting. I can't even think about it. I'm stll grossed out by witnessing that scene from earlier.	disgust	synthetic_variant	Word	Missing Letter	3
14450	The game is making me feel uneasy and restless. I'm stressed out about work and can't seem to calm down. I can't stop worrying about making mistakes. My stomach is in knots.	nervousness	synthetic_variant	NA	NA	0
14451	I have the exam coming up and I'm really anxious about it.	nervousness	synthetic_variant	NA	NA	0
14452	The way my friend behaved was disgusting. I can't even think about it. My palns fell through was so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Word	Scrambled Letter	1
14453	I'm still grossed out by the smell from earlier. I had to deal with dirty conditions today and it	disgust	synthetic_variant	Sentence	Missing Object	0
14454	Today I proved to myself that I can overcome tgis challenge. I finally managed to ginish on time and it feels amazing!	pride	synthetic_variant	Word	Adjacent Key	3
14455	I can''t shake this sadness from earlier today. Accepting limits has me feeling rreally low. I'm heartbroken about the outcome.	sadness	synthetic_variant	Word	Repeating Letter	2
14456	Today was hard. Something didn't work out and I can't tsop feeling blue. I feel really down because a setback happened. Today was hard. Something didn't work out and I can't stop feeling blue.	sadness	synthetic_variant	Word	Scrambled Letter	1
14457	If i wish i could take back	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
14458	I tried to figure out their reasoning but I just can't wrap my	confusion	synthetic_variant	Sentence	Missing Object	0
14459	I don't understand why the meeting got cancelled. Nothing makes sense anymore. Today my boss told me unclear instructions and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
14460	Something strange happened with my schedule and I'm not sure what to think. Although traffic was terrible left me wondering what's	confusion	synthetic_variant	Sentence	Missing Complete Thought	0
14461	I don't understand why the store was closed. Nothing makes sense anymore.	confusion	synthetic_variant	NA	NA	0
14462	My coworker really upset me when they ignored me. I'm still mad about it.	anger	synthetic_variant	NA	NA	0
14463	Today was wonderful because I made a new friend. I feel so happy! today was perfect, especially the meal.	joy	synthetic_variant	Sentence	Missing Subject	0
14464	I was trying to meet the deadline but unexpected interruptions ruined everything. I'm livid. I can't believe my colleague did that to me. It's completely unfair and I'm furious. I can't believe my friend did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
14465	When i'm beyond excited because my hard work finally Today I found out that my project was approved and I'm thrilled!	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
14466	Today I proved to myself that I can complete thos project.	pride	synthetic_variant	Word	Adjacent Key	2
14467	The cashier keeps doing talking over me and it's driving me crazy. I can't believe my boss did that to me. It's completely unfair and I'm furious. I can't believe my friend did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
14468	I was trying to clean the house but unexpected interruptions ruined everything. The cashier keeps doing complaining constantly and it's driving me crazy. I can't believe my colleague did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	Sentence	Missing Object	0
14469	The thought of confrontation keeps me up at night. The thought of confrontation keeps me up at night. The team conflict has me on edge and I can't relax.	fear	synthetic_variant	NA	NA	0
14470	I couldn't believe it wheh I rexeived an awarx took place!	surprise	synthetic_variant	Word	Adjacent Key	3
14471	I'm stressed ou about my schedule and can't seem to cam down.	nervousness	synthetic_variant	Word	Missing Letter	3
14472	store was closed was so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Sentence	Missing Subject	0
14473	I'm heartbroken about how things turned out. I'm heartbroken about the response.	sadness	synthetic_variant	NA	NA	0
14474	Today was terrible because the meeting got cancelled. I'm so angry I could scream. I can't believe that person did that to me. It's completely unfair and I'm furious. Today was terrible because the meeting got cancelled. I'm so angry I could scream.	anger	synthetic_variant	NA	NA	0
14475	I can't shake this sadness from earlier today. I'j heartbroken about the response.	sadness	synthetic_variant	Word	Adjacent Key	1
14476	I'm really worried about the upcoming deadline. What if something bad happens? I'm really worried about failing the exam. What if something bad	fear	synthetic_variant	Sentence	Missing Complete Thought	0
14477	Good weather happened and I couldn't stop smiling. A kind gesture haplened and I couldn't stop smiling. Today was wonderful because I hit my goal. I feel so happy!	joy	synthetic_variant	Word	Adjacent Key	2
14478	I can't stop thinking about how I rambled nervously. So embarrassing. I accidentally spilled coffee in front of everyone. I wanted to disappear. I can't stop thinking about how I misunderstood the situation. So embarrassing.	embarrassment	synthetic_variant	NA	NA	0
14479	Today I made such a fool of myself whn I said something stupid. I can't stop thinking about how I misunderstood the situatin. So embarrassing.	embarrassment	synthetic_variant	Word	Missing Letter	3
14480	The health screening has me on edge and I'm really worried about the upcoming deadline. What if something bad happens?	fear	synthetic_variant	Sentence	Missing Object	0
14481	Today I made such a fool of myself when I said something stupid. I wish I could take back how I reacted from today.	embarrassment	synthetic_variant	NA	NA	0
14482	I finally managed to stand up for myself and it feels amazing!	pride	synthetic_variant	Word	Scrambled Letter	1
14483	I never expected I received a gift to happen! What a shock! I couldn't believe it when everything fell into place tooi place! Out of nowhere, an unexpected visitor iccurred and I was stunned!	surprise	synthetic_variant	Word	Adjacent Key	2
14484	Today eas hard. I missed an opportunity and I can't stop feeling blue. I can't shake this sadness fdom what happened. I can't shake this sadness from the hews.	sadness	synthetic_variant	Word	Adjacent Key	3
14485	Today was wonderful because I made a new friend. I	joy	synthetic_variant	Sentence	Missing Complete Thought	0
14486	I'm heartbroken about the response. feel really down because a setback happened.	sadness	synthetic_variant	Sentence	Missing Subject	0
14487	Today I found out that I won tickets and I'm thrilled! I hit my goal happened and I'm so pumped abput it!	excitement	synthetic_variant	Word	Adjacent Key	1
14488	I feel really down because a disappointment happened. I feel really down because a disappointkent happened.	sadness	synthetic_variant	Word	Adjacent Key	2
14489	The publication date is making me feel uneasy and restless. I can't stop worrying about making mistakes. My stomach is in knots. I have the interview coming up and I'm really anxious about it.	nervousness	synthetic_variant	NA	NA	0
14490	I can't shake this sadness from earlier today. I'm heartbroken about	sadness	synthetic_variant	Sentence	Missing Complete Thought	0
14491	Everytthing about today wass perfect, especially tthe meal.	joy	synthetic_variant	Word	Repeating Letter	3
14492	Although my parent really upset me when they ignored me. i'm still mad about	anger	synthetic_variant	Sentence	Missing Complete Thought	0
14493	The board election is making me feel uneasy and restless. Because the engagement party is making me	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
14494	coworker really upset me when they ignored me. I'm still mad about it.	anger	synthetic_variant	Sentence	Missing Subject	0
14495	Today I made such a fool	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
14496	I had to deal with a messy situation today and it was absolutely revolting.	disgust	synthetic_variant	NA	NA	0
14497	I'm still grossed out by witnessing that scene from earlier. I had to deal with spoiled food today and it was absolutely revolting. I had to deal with rude behavior today and it was absolutely revolting.	disgust	synthetic_variant	NA	NA	0
14498	The thought of the unknown keeps me up The physical exam has me on edge and I can't relax. The thought of confrontation keeps me up at night.	fear	synthetic_variant	Sentence	Missing Complete Thought	0
14499	My boss keeps doing complaining constantly aand it's driving me crazy. My parent really upset me when they cancelled on me. I'm sstill mad about it.	anger	synthetic_variant	Word	Repeating Letter	3
14500	Traffic as terrible as so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Word	Missing Letter	3
14501	Tomorrow I need to give a speech and I'm so nervous. I have the exam coming up and I'm really anxious about it. I have the presentation coming up and I'm really anxious about it.	nervousness	synthetic_variant	NA	NA	0
14502	I can't wait for the party! It's oing to be amazing!	excitement	synthetic_variant	Word	Missing Letter	1
14503	Today I ran errands. It was a pretty normal day. My day consisted mainly of daily responsibilities.	neutral	synthetic_variant	Word	Scrambled Letter	3
14504	I don't understand why the store was closed. Nothing makes sense anymore.	confusion	synthetic_variant	NA	NA	0
14505	I have the presentation coming up and I'm really anxious about it. I can't stop worrying about what others think. My stomach is in knots. I'm stressed out about the project and can't seem to calm down.	nervousness	synthetic_variant	NA	NA	0
14506	I feel accomplished after completing	pride	synthetic_variant	Sentence	Missing Complete Thought	0
14507	I was trying to clean the house but technical issues ruined everything.	anger	synthetic_variant	Sentence	Missing Object	0
14508	The way my boss behaved was disgusting. I can't even think about it. I had to deal with dirty conditions today and it was	disgust	synthetic_variant	Sentence	Missing Object	0
14509	I spent time with my best friend and it made my whole day better. I feel blessed that this opportunity came into my life.	joy	synthetic_variant	NA	NA	0
14510	Today I made such a fool of myself when I mixed up the dates. I accidentally tripped in front of everyone. I wanted to disappear. My plans fell through and now I'm too mortified to show my face.	embarrassment	synthetic_variant	NA	NA	0
14511	I feel blessed that good health came into my life. I feel blessed that this opportunity came into my life. Everything about today was perfect, especially the sunset.	joy	synthetic_variant	NA	NA	0
14512	Today I ran errands. It was a pretty normal day. I spent most of the day working on tasks.	neutral	synthetic_variant	NA	NA	0
14513	I wish I could take back my outfit choice from today. I can't stop thinking about how I laughed at the wrong time. So Today I made such a fool of myself when I said something stupid.	embarrassment	synthetic_variant	Sentence	Missing Object	0
14514	I went through my usual routine of reading and relacing. My day consisted mainly of my to-do list.	neutral	synthetic_variant	Word	Adjacent Key	2
14515	I proved to myself that I can overcome this challenge. Today I proved to myself that I can complete this project. I feel accomplished after completing fix the problem.	pride	synthetic_variant	Sentence	Missing Subject	0
14516	I'm really satiscied with how I handled maintaining focus. Today I proved to myself that I can complete this project.	pride	synthetic_variant	Word	Adjacent Key	3
14517	I tried to figure out their reasoning but I just can't wrap my head around it.	confusion	synthetic_variant	NA	NA	0
14518	I never expected I receivedd a gift to happen! What a shock!	surprise	synthetic_variant	Word	Repeating Letter	2
14519	I found out that I got the promotion and I'm thrilled!	excitement	synthetic_variant	Sentence	Missing Subject	0
14520	The way the cashier behaved was disgusting. I can't even think about it. I had to deal with rude behavior today and it was absolutely revolting.	disgust	synthetic_variant	NA	NA	0
14521	Today I ran errands. It was a	neutral	synthetic_variant	Sentence	Missing Object	0
14522	I'm really worried about the upcoming deadline. What if something bad happens? The thought of the unknown keeps me up at night. The imaging scan has me on edge and I can't relax.	fear	synthetic_variant	NA	NA	0
14523	When the way the cashier behaved was disgusting. i can't I had to deal with rude behavior today and it was absolutely revolting.	disgust	synthetic_variant	Sentence	Missing Complete Thought	0
14524	I can't stop worrying aboout whaat oothers think. My stomach is in knots.	nervousness	synthetic_variant	Word	Repeating Letter	3
14525	Although i encountered a clogged drain and it made me feel sick to my	disgust	synthetic_variant	Sentence	Missing Complete Thought	0
14526	I couldn't believe it whem everything fell into place took place! Today brought an unexpected twist with new direction.	surprise	synthetic_variant	Word	Adjacent Key	1
14527	My friend keeps doing talking over me and it's driving me crazy. I can't believe my colleague did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
14528	Today I found out that my project was approved and I'm thrliled! Today I found out that my project was approved and I'm thrilled! I made a new friend happened and I'm so pumped about it!	excitement	synthetic_variant	Word	Scrambled Letter	1
14529	I was completely caught off guard when I got recognized happened. I was completely caught off guard when I go recognized happened.	surprise	synthetic_variant	Word	Missing Letter	1
14530	I was completely caught off guard when I won somethiing happened.	surprise	synthetic_variant	Word	Repeating Letter	1
14531	I don't know what 'll do if the worst case actually happens.	fear	synthetic_variant	Word	Missing Letter	1
14532	Today was wonderful because I made a new friend. I feel so happy! I spent time with my pet and it made my whole day better. I spent time with my partner and it made my whole day better.	joy	synthetic_variant	NA	NA	0
14533	out about work and can't seem to calm down. The immunization is making me feel uneasy and restless.	nervousness	synthetic_variant	Sentence	Missing Subject	0
14534	My friend really upset me when they cancelled on me. I'm still mad about it. My coworker really upset me when they ignored me. I'm still mad about it.	anger	synthetic_variant	NA	NA	0
14535	I was completely caught orf guard when I gkt recognized happened. I was completely caught off guard when someone remembered my birthday happened. I never expected plans changrd to happen! What a shock!	surprise	synthetic_variant	Word	Adjacent Key	3
14536	I went through my usual routine of cooking and cleaning. My day consisted mainly of my to-do list. I went through my usual rougine of reading and relaxing.	neutral	synthetic_variant	Word	Adjacent Key	1
14537	I'm really worried about the upcoming deadline. What if something bad happens? I'm terrified that failure might	fear	synthetic_variant	Sentence	Missing Object	0
14538	The quality of life impact has me on edge and I can't The thought of confrontation keeps me up at night.	fear	synthetic_variant	Sentence	Missing Object	0
14539	The bittersweet outcome has me feeling really low.	sadness	synthetic_variant	NA	NA	0
14540	I'm still grossed out by witnessig that scene from earlier. I'm still grossed out by witnessing that scene from earlier. My plans fell through was so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Word	Missing Letter	1
14541	I went through my usual routine of work ahd exercise. Nothing special happened today. Just my normal schedule.	neutral	synthetic_variant	Word	Adjacent Key	1
14542	I never expected my old friend contacted me to happen! I never expected plans changed to happen! What a shock! I couldn't believe it when everything fell into place took place!	surprise	synthetic_variant	Sentence	Missing Object	0
14543	I was trying to clean the house but poor planning ruined everything. I'm	anger	synthetic_variant	Sentence	Missing Object	0
14544	Something strange happened with my relationships and I'm not sure what to think. I tried to figure out their reasoning but I just can't wrap my head around it. Today the cashier told me something contradictory and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
14545	I'm stressed out about my relationships and can't seem The publication date is making me feel uneasy and restless. I have the exam coming up and I'm really anxious about it.	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
14546	was trying to finish my project but lack of time ruined everything. I'm livid. That person keeps doing talking over me and it's driving me crazy.	anger	synthetic_variant	Sentence	Missing Subject	0
14547	I'm stressed out about my schedule and can't seem to calm down. I have rhe exam coming up and I'm really wnxious about it.	nervousness	synthetic_variant	Word	Adjacent Key	2
14548	The store was closed and now I'm too mortified to show my face. I accidentally spilled coffee in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	NA	NA	0
14549	A kind gesture happened and I couldn't stop smiling. Today was wonderful because I mde a new friend. I feel so happy! I feel blessed that good health came into my life.	joy	synthetic_variant	Word	Missing Letter	2
14550	Today I made such a fool of myself when I forgot important My plans fell through happened and now I'm too mortified to show my face.	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
14551	I feel accomplished after completing clena hte house. I'm really satsified with how I handled building my support system.	pride	synthetic_variant	Word	Scrambled Letter	3
14552	worked. It was a pretty normal day.	neutral	synthetic_variant	Sentence	Missing Subject	0
14553	grossed out by that encounter from earlier. I'm still grossed out by the smell from earlier.	disgust	synthetic_variant	Sentence	Missing Subject	0
14554	Today was wonderful because I made a new friend. I feel so happy! Because good weather happened and i couldn't I spent time with my pet and it made my whole day better.	joy	synthetic_variant	Sentence	Missing Complete Thought	0
14555	made such a fool of myself when I mixed up the dates.	embarrassment	synthetic_variant	Sentence	Missing Subject	0
14556	The thought of public speaking keeps me up at night. has me on edge and I can't relax.	fear	synthetic_variant	Sentence	Missing Subject	0
14557	I can't shake this sadness from earlier today. I can't shake this sadness from the news. Today was hard. Plans changed and I can't stop feeling bleu.	sadness	synthetic_variant	Word	Scrambled Letter	1
14558	I can't shake this sadness from earlier today. The last conversation has me feeling really low.	sadness	synthetic_variant	NA	NA	0
14559	I spent time with my best friend and it made my whole day better. Today was wonderful because My presentation went well. I feel so happy! Everything about today was perfect, especially the sunset.	joy	synthetic_variant	NA	NA	0
14560	Something strange happened with my relationships and I'm not sure what to think. Something strange happened with my relationships and I'm not sure what to think. Although today my friend told me mixed messages and	confusion	synthetic_variant	Sentence	Missing Complete Thought	0
14561	I have the interview coming up and I'm really anxious bout it. I'm stressed out about my relationships and can't seem to calm down.	nervousness	synthetic_variant	Word	Missing Letter	2
14562	When i can't stop thinking about how i I can't stop thinking about how I rambled nervously. So embarrassing.	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
14563	My coworker really upset me when they interrupted me. I'm still mad about it. I was trying to finish my project but unexpected interruptions ruined everything. I'm livid. I was trying to meet the deadline but lack of time ruined everything. I'm livid.	anger	synthetic_variant	NA	NA	0
14564	I'm terrified that rejection might occur ssoon. The thought of public speaaking keeps me up at night.	fear	synthetic_variant	Word	Repeating Letter	3
14565	The family finances has me on edge and I can't I'm really worried about failing the exam. What if something bad happens? The thought of public speaking keeps me up at night.	fear	synthetic_variant	Sentence	Missing Object	0
14566	Today I made such a fool of myself when I forgot important details.	embarrassment	synthetic_variant	NA	NA	0
14567	I feel really down because a setback happened. I'm heartbroken about ow things turned out.	sadness	synthetic_variant	Word	Missing Letter	1
14568	I spent time with my pet and it made my whole	joy	synthetic_variant	Sentence	Missing Object	0
14569	Everything about today was perfect, especially the sunset. Good weather and I couldn't stop smiling.	joy	synthetic_variant	NA	NA	0
14570	Out of nowhere, an unexpected visitor showed up and I was stunned! I never expected my old friend contacted me to happen! What a shock!	surprise	synthetic_variant	NA	NA	0
14571	I feel accomplished after completing jeet the deadline. I'm really satisfied with how I jandled maintaining long-distance friendship.	pride	synthetic_variant	Word	Adjacent Key	2
14572	Being so close has me feeling really low. Today was hard. Plans changed and I can't stop feeling blue.	sadness	synthetic_variant	NA	NA	0
14573	I went through my usual routine of reading adn relaxing.	neutral	synthetic_variant	Word	Scrambled Letter	1
14574	Today was wonderful because I made a new friend. I feel so happy! Unexpected help and I couldn't stop smiling. I spent time with my partner and it made my whole day better.	joy	synthetic_variant	NA	NA	0
14575	My plans fell through happened and now I'm too I accidentally tripped in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
14576	I'm stressed out about my relationships and can't seem to calm down. Tomorrow I need to give	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
14577	Today I found out that I got the promotion and I'm thrilled! Just thinking about the trip makes me grin from ear to ear! I can't wait for the party! It's going to be amazing!	excitement	synthetic_variant	NA	NA	0
14578	I'm really worried about failing the exam. What if something bad	fear	synthetic_variant	Sentence	Missing Object	0
14579	Out of nowhere, an unexpected visitor showed up and I was stunned! Today brought an unexpected twist with venture capital. Today brought an unexpected twist with ahead of schedule.	surprise	synthetic_variant	NA	NA	0
14580	Just thinking about seeing old friends makes me grin from ear to ear! Just thinking about the trip makes me grin from ear to ear!	excitement	synthetic_variant	NA	NA	0
14581	Everything about today was perfect, especially the sunset. Unexpected help happened and I couldn't stop smiling. Today was wonderful because My presentation went well. I feel so happy!	joy	synthetic_variant	Word	Scrambled Letter	1
14582	My day consisted mainly of my I spent most of the day running errands.	neutral	synthetic_variant	Sentence	Missing Complete Thought	0
14583	My day consisted mainly of dily responsibilities. I went through my usual routine of reading and relaxing. My day consisted mainly of daily responsibilities.	neutral	synthetic_variant	Word	Missing Letter	1
14584	I was completely caught off guard when someone remembered my birthday. I never expected I received a gift to happen! What a shock!	surprise	synthetic_variant	NA	NA	0
14585	Today aws terrible because the store was closed. I'm so angry I could scream. My coworker really upset me when thye cancelled on me. I'm still mad about it.	anger	synthetic_variant	Word	Scrambled Letter	3
